age,screen_time,social_media,gaming,short_video,phone_unlocks,notifications,night_usage,sleep,focus_time,exercise,stress,productivity,entertainment_hours,total_recreational_screen_time,night_usage_ratio,focus_to_screen_ratio,sleep_deficit_indicator,usage_intensity,risk_level,wellbeing_score
40,10.1,5.3,5.1,4.9,27,285,4.8,9.5,3.5,65,6,4,10.0,15.3,0.475,0.347,0.0,55.5,High,62.3
32,10.5,3.5,3.0,0.1,66,35,3.5,3.6,7.5,13,9,2,3.1,6.6,0.333,0.714,3.9,69.5,High,46.4
28,9.9,5.2,5.9,3.9,92,31,2.7,7.8,1.2,109,7,3,9.8,15.0,0.273,0.121,0.0,95.1,Moderate,56.4
35,11.5,0.5,0.6,2.2,175,94,2.6,4.6,2.3,3,1,7,2.8,3.3,0.226,0.2,2.9,184.4,Moderate,54.0
40,4.6,6.5,1.8,3.7,41,231,0.8,3.2,2.4,16,6,8,5.5,12.0,0.174,0.522,4.3,64.1,Moderate,63.9
19,8.7,7.5,3.8,4.2,34,198,1.9,3.4,0.2,110,3,9,8.0,15.5,0.218,0.023,4.1,53.8,Moderate,62.6
25,2.6,5.2,2.1,2.1,195,148,3.4,5.6,0.3,111,8,6,4.2,9.4,1.0,0.115,1.9,209.8,High,55.0
18,6.8,7.6,5.6,0.6,42,302,4.6,3.5,7.6,68,1,10,6.2,13.8,0.676,1.0,4.0,72.2,Moderate,73.2
24,8.3,1.2,0.4,0.4,97,214,4.1,7.2,4.6,23,10,9,0.8,2.0,0.494,0.554,0.3,118.4,Low,63.6
28,10.8,3.8,3.3,3.5,167,287,1.5,7.5,2.5,48,2,4,6.8,10.6,0.139,0.231,0.0,195.7,Low,63.4
33,15.3,4.8,3.5,3.1,113,49,2.2,5.6,3.0,54,3,5,6.6,11.4,0.144,0.196,1.9,117.9,Moderate,56.1
30,10.0,4.7,3.9,4.5,43,28,0.4,8.2,5.7,70,3,1,8.4,13.1,0.04,0.57,0.0,45.8,Moderate,74.9
19,12.2,3.2,1.5,3.1,111,328,0.5,6.4,2.9,22,7,9,4.6,7.8,0.041,0.238,1.1,143.8,High,62.2
30,8.6,2.7,2.2,2.5,136,329,2.4,6.0,1.8,110,8,9,4.7,7.4,0.279,0.209,1.5,168.9,Moderate,65.0
37,10.5,1.0,5.1,2.4,78,184,2.7,5.8,0.8,80,9,9,7.5,8.5,0.257,0.076,1.7,96.4,High,61.1
17,2.1,3.1,1.2,0.2,185,212,1.3,6.0,5.8,11,7,3,1.4,4.5,0.619,1.0,1.5,206.2,Moderate,64.8
30,4.8,1.3,5.0,2.0,49,324,3.2,9.8,1.4,10,8,10,7.0,8.3,0.667,0.292,0.0,81.4,Moderate,71.7
23,6.4,5.9,3.4,5.9,188,279,3.5,7.8,0.6,114,6,10,9.3,15.2,0.547,0.094,0.0,215.9,High,65.5
23,8.1,1.7,4.6,5.2,89,211,1.5,5.2,3.4,74,2,10,9.8,11.5,0.185,0.42,2.3,110.1,Moderate,82.1
32,1.7,0.5,4.3,2.0,150,98,3.8,8.1,0.3,97,1,8,6.3,6.8,1.0,0.176,0.0,159.8,Low,77.0
27,3.1,4.4,1.2,3.5,40,198,1.0,5.3,7.7,110,3,3,4.7,9.1,0.323,1.0,2.2,59.8,Low,82.5
34,5.2,4.8,3.4,5.1,125,110,2.7,3.9,5.0,100,9,6,8.5,13.3,0.519,0.962,3.6,136.0,High,62.6
25,15.6,7.0,5.2,2.6,176,234,4.0,6.3,1.2,113,7,5,7.8,14.8,0.256,0.077,1.2,199.4,High,38.3
24,6.0,4.6,2.6,0.1,72,98,2.7,8.3,1.4,28,2,8,2.7,7.3,0.45,0.233,0.0,81.8,Low,73.6
20,8.2,2.8,5.8,0.4,57,122,4.5,5.6,4.6,61,1,3,6.2,9.0,0.549,0.561,1.9,69.2,Moderate,69.1
21,3.9,6.4,2.7,3.1,96,130,0.3,9.1,2.9,52,2,1,5.8,12.2,0.077,0.744,0.0,109.0,Moderate,72.2
35,10.2,4.3,0.9,5.8,57,333,2.9,5.7,6.2,116,3,9,6.7,11.0,0.284,0.608,1.8,90.3,Moderate,79.0
41,5.2,0.6,2.3,4.2,70,266,2.8,5.4,4.4,47,6,10,6.5,7.1,0.538,0.846,2.1,96.6,Moderate,81.2
17,4.1,4.5,5.7,0.4,149,253,3.3,10.0,3.5,99,9,9,6.1,10.6,0.805,0.854,0.0,174.3,High,72.0
42,8.7,7.3,1.9,1.1,87,101,4.2,6.4,7.7,90,8,3,3.0,10.3,0.483,0.885,1.1,97.1,Moderate,57.0
39,1.1,3.2,5.2,4.6,193,151,3.6,8.6,3.1,118,10,2,9.8,13.0,1.0,1.0,0.0,208.1,High,58.1
42,1.1,2.4,5.3,5.0,27,254,4.0,8.6,3.2,105,9,4,10.3,12.7,1.0,1.0,0.0,52.4,Moderate,70.8
28,4.3,1.1,2.1,3.7,164,297,1.4,9.5,5.3,85,8,8,5.8,6.9,0.326,1.0,0.0,193.7,Moderate,82.6
21,1.6,1.2,0.5,3.9,37,118,1.9,3.6,6.5,65,7,6,4.4,5.6,1.0,1.0,3.9,48.8,Low,79.4
20,2.6,3.5,4.3,0.2,89,57,3.1,4.9,5.0,110,6,10,4.5,8.0,1.0,1.0,2.6,94.7,Moderate,81.4
40,6.1,4.8,1.9,5.0,189,180,2.8,8.4,5.6,99,8,1,6.9,11.7,0.459,0.918,0.0,207.0,High,61.8
16,13.0,0.6,4.7,4.7,25,136,4.8,6.9,3.0,47,6,8,9.4,10.0,0.369,0.231,0.6,38.6,Moderate,63.8
36,9.6,7.5,2.7,1.6,86,260,0.9,6.9,3.8,93,2,5,4.3,11.8,0.094,0.396,0.6,112.0,Moderate,69.5
37,8.7,6.0,2.9,4.3,195,45,1.8,4.2,1.6,58,9,6,7.2,13.2,0.207,0.184,3.3,199.5,High,47.4
36,5.4,4.7,4.7,1.3,146,155,2.9,5.0,5.4,70,9,5,6.0,10.7,0.537,1.0,2.5,161.5,Moderate,62.6
21,15.0,6.6,2.3,0.2,35,69,4.3,6.6,1.8,56,3,10,2.5,9.1,0.287,0.12,0.9,41.9,Moderate,60.2
21,7.0,0.6,2.7,1.2,37,313,4.6,4.9,0.0,75,9,5,3.9,4.5,0.657,0.0,2.6,68.3,Moderate,54.6
38,2.3,3.8,2.3,1.1,114,317,1.7,4.5,7.5,2,2,3,3.4,7.2,0.739,1.0,3.0,145.7,Moderate,68.5
31,10.3,5.0,2.2,2.0,86,312,0.3,3.6,2.4,80,3,4,4.2,9.2,0.029,0.233,3.9,117.2,Moderate,61.2
19,2.7,6.6,3.2,2.5,173,173,2.1,4.1,1.6,104,6,5,5.7,12.3,0.778,0.593,3.4,190.3,Moderate,58.6
26,6.2,6.3,4.9,3.1,18,239,2.0,8.4,2.1,31,4,2,8.0,14.3,0.323,0.339,0.0,41.9,Moderate,66.1
39,8.6,2.2,2.2,2.9,184,159,4.9,8.0,2.6,7,8,6,5.1,7.3,0.57,0.302,0.0,199.9,Moderate,51.5
38,14.1,7.5,3.1,1.6,60,68,2.2,3.3,3.8,86,1,2,4.7,12.2,0.156,0.27,4.2,66.8,Moderate,49.9
24,8.4,1.0,4.0,0.2,85,161,1.5,4.4,0.6,101,6,4,4.2,5.2,0.179,0.071,3.1,101.1,Moderate,61.7
38,11.5,7.0,1.6,3.6,131,65,1.8,6.9,0.4,29,2,1,5.2,12.2,0.157,0.035,0.6,137.5,High,46.0
18,15.9,7.8,1.7,2.4,194,182,2.0,5.3,2.3,14,6,4,4.1,11.9,0.126,0.145,2.2,212.2,High,33.5
34,3.0,1.4,5.6,1.8,41,304,4.1,8.8,2.4,73,1,7,7.4,8.8,1.0,0.8,0.0,71.4,Moderate,84.1
23,5.1,5.8,4.3,5.2,66,287,0.4,8.5,0.9,54,2,8,9.5,15.3,0.078,0.176,0.0,94.7,Moderate,79.7
20,6.9,0.3,3.5,4.5,63,135,1.6,9.2,3.2,37,9,2,8.0,8.3,0.232,0.464,0.0,76.5,Moderate,64.8
19,7.3,3.2,3.9,5.1,125,101,4.8,6.9,2.3,14,6,3,9.0,12.2,0.658,0.315,0.6,135.1,High,52.9
39,7.2,4.1,0.2,3.0,153,63,0.8,5.5,0.2,29,8,1,3.2,7.3,0.111,0.028,2.0,159.3,High,46.2
21,14.6,4.6,3.7,0.8,71,213,3.7,7.2,7.1,45,7,7,4.5,9.1,0.253,0.486,0.3,92.3,Moderate,61.4
17,11.7,7.5,3.1,4.2,93,277,1.8,3.6,7.1,63,9,4,7.3,14.8,0.154,0.607,3.9,120.7,High,50.7
35,10.1,5.4,3.3,1.2,65,292,2.9,3.1,1.7,25,9,10,4.5,9.9,0.287,0.168,4.4,94.2,High,49.5
43,5.6,3.9,2.2,2.6,32,293,0.5,3.1,1.3,114,4,8,4.8,8.7,0.089,0.232,4.4,61.3,Moderate,74.6
26,13.4,6.5,0.5,0.4,26,297,1.5,5.9,4.4,108,7,5,0.9,7.4,0.112,0.328,1.6,55.7,Moderate,59.2
19,15.3,7.6,1.2,5.0,175,102,2.5,4.6,5.0,77,5,9,6.2,13.8,0.163,0.327,2.9,185.2,Moderate,55.1
30,13.3,0.2,5.7,0.8,167,77,1.2,4.1,7.7,66,7,6,6.5,6.7,0.09,0.579,3.4,174.7,Moderate,62.0
21,1.0,7.9,2.5,5.4,195,72,2.7,7.3,3.0,35,4,10,7.9,15.8,1.0,1.0,0.2,202.2,Moderate,71.3
37,10.5,0.7,2.8,5.2,87,20,1.1,10.0,4.9,89,10,2,8.0,8.7,0.105,0.467,0.0,89.0,High,64.0
32,1.8,6.5,0.3,2.8,31,235,3.3,4.2,7.0,77,1,1,3.1,9.6,1.0,1.0,3.3,54.5,Moderate,69.6
39,4.9,2.2,0.2,4.5,117,336,4.5,6.8,3.6,30,4,1,4.7,6.9,0.918,0.735,0.7,150.6,Moderate,64.8
21,1.9,1.1,4.3,3.7,26,247,0.4,3.8,1.0,77,10,9,8.0,9.1,0.211,0.526,3.7,50.7,Moderate,70.1
34,10.1,3.5,3.2,4.8,24,273,1.1,9.5,3.0,39,3,1,8.0,11.5,0.109,0.297,0.0,51.3,Moderate,67.7
40,11.3,5.2,3.1,2.6,123,178,4.2,5.0,1.1,73,9,3,5.7,10.9,0.372,0.097,2.5,140.8,High,39.9
17,2.7,3.0,1.5,4.7,57,306,3.2,9.1,0.1,72,5,2,6.2,9.2,1.0,0.037,0.0,87.6,Moderate,70.0
30,6.8,0.4,4.5,2.8,169,85,0.4,5.0,6.0,45,4,4,7.3,7.7,0.059,0.882,2.5,177.5,Moderate,74.6
26,7.8,4.8,1.0,5.6,122,328,2.4,8.6,1.9,103,8,1,6.6,11.4,0.308,0.244,0.0,154.8,Moderate,56.0
23,6.5,7.2,1.1,2.9,177,114,1.0,4.5,0.0,106,5,1,4.0,11.2,0.154,0.0,3.0,188.4,High,49.6
41,2.8,3.1,2.8,2.8,106,272,1.0,5.0,7.0,41,3,4,5.6,8.7,0.357,1.0,2.5,133.2,Low,79.7
34,7.3,1.7,1.7,4.7,194,169,4.7,4.3,3.6,17,2,4,6.4,8.1,0.644,0.493,3.2,210.9,Moderate,54.8
28,12.3,3.5,1.5,4.9,195,42,3.8,4.8,1.9,99,8,7,6.4,9.9,0.309,0.154,2.7,199.2,High,47.4
27,2.1,0.4,3.9,3.3,100,263,3.5,8.8,2.1,35,2,8,7.2,7.6,1.0,1.0,0.0,126.3,Moderate,80.0
20,2.2,6.6,3.9,1.1,25,234,1.2,7.5,1.9,75,8,8,5.0,11.6,0.545,0.864,0.0,48.4,Moderate,74.5
21,6.3,6.6,4.9,2.8,165,150,0.6,5.8,1.6,49,5,8,7.7,14.3,0.095,0.254,1.7,180.0,Moderate,66.0
41,15.1,4.7,2.5,5.8,107,167,4.4,9.8,6.7,60,8,9,8.3,13.0,0.291,0.444,0.0,123.7,Moderate,62.1
37,11.0,2.8,0.4,4.5,120,128,0.0,6.3,1.4,39,5,1,4.9,7.7,0.0,0.127,1.2,132.8,Moderate,55.5
19,11.2,6.4,1.6,4.9,10,59,1.9,9.8,4.5,2,1,9,6.5,12.9,0.17,0.402,0.0,15.9,High,69.6
34,6.4,4.4,5.9,0.2,50,140,1.4,4.4,0.6,81,2,10,6.1,10.5,0.219,0.094,3.1,64.0,Moderate,76.0
35,9.9,6.6,3.6,2.8,57,314,2.9,9.3,7.6,6,6,8,6.4,13.0,0.293,0.768,0.0,88.4,Moderate,67.0
16,1.2,5.1,4.3,3.9,168,139,1.3,3.1,4.8,30,3,1,8.2,13.3,1.0,1.0,4.4,181.9,Moderate,60.6
35,10.5,6.3,0.0,5.0,173,37,1.6,6.8,7.2,64,8,7,5.0,11.3,0.152,0.686,0.7,176.7,Moderate,63.5
32,14.7,4.8,3.1,0.3,117,188,4.3,6.0,3.2,94,5,9,3.4,8.2,0.293,0.218,1.5,135.8,Moderate,58.7
27,10.2,3.3,0.2,5.1,170,217,3.0,6.7,6.5,63,3,4,5.3,8.6,0.294,0.637,0.8,191.7,Moderate,69.2
30,14.1,7.7,3.4,3.3,170,162,0.7,6.9,6.8,117,10,9,6.7,14.4,0.05,0.482,0.6,186.2,Moderate,56.6
16,11.9,4.3,5.5,1.2,112,56,3.6,5.7,5.6,76,7,1,6.7,11.0,0.303,0.471,1.8,117.6,Moderate,53.5
41,2.8,4.8,5.8,1.9,137,205,1.0,10.0,0.7,92,8,9,7.7,12.5,0.357,0.25,0.0,157.5,Moderate,73.4
29,14.5,1.8,3.2,1.7,160,280,2.2,9.8,0.1,2,4,6,4.9,6.7,0.152,0.007,0.0,188.0,Moderate,51.9
21,2.0,5.0,2.7,3.2,197,250,3.2,9.7,1.3,92,9,4,5.9,10.9,1.0,0.65,0.0,222.0,High,57.3
20,9.0,4.6,5.7,0.3,39,273,1.4,9.9,0.9,34,6,5,6.0,10.6,0.156,0.1,0.0,66.3,Moderate,64.2
26,3.1,1.5,4.0,1.0,54,348,1.9,8.6,5.8,14,1,7,5.0,6.5,0.613,1.0,0.0,88.8,Low,88.2
19,1.2,0.5,0.4,4.9,89,316,3.7,9.9,4.5,20,5,10,5.3,5.8,1.0,1.0,0.0,120.6,Low,83.6
28,7.3,4.8,2.8,0.8,48,29,4.7,9.2,4.2,61,5,4,3.6,8.4,0.644,0.575,0.0,50.9,Moderate,70.8
26,5.4,6.1,1.4,1.4,54,343,2.6,5.9,2.0,82,7,8,2.8,8.9,0.481,0.37,1.6,88.3,Moderate,69.1
18,8.3,4.2,2.8,2.7,87,249,0.0,8.5,1.2,27,7,3,5.5,9.7,0.0,0.145,0.0,111.9,Moderate,59.4
16,9.7,1.8,2.7,3.1,90,43,1.7,9.4,1.7,3,6,2,5.8,7.6,0.175,0.175,0.0,94.3,Moderate,56.9
21,1.7,5.3,3.5,4.6,149,97,2.0,8.0,3.2,108,8,1,8.1,13.4,1.0,1.0,0.0,158.7,Moderate,63.0
33,2.8,0.6,2.1,2.7,102,212,1.7,6.0,5.9,12,2,6,4.8,5.4,0.607,1.0,1.5,123.2,Low,80.6
39,9.4,3.5,1.0,4.7,41,128,2.2,3.5,2.0,78,7,2,5.7,9.2,0.234,0.213,4.0,53.8,High,54.3
25,6.1,1.3,3.0,3.7,193,299,3.2,8.7,5.6,50,10,8,6.7,8.0,0.525,0.918,0.0,222.9,High,70.0
20,11.9,1.5,5.0,0.7,33,282,0.6,9.7,3.9,47,7,10,5.7,7.2,0.05,0.328,0.0,61.2,Low,78.0
38,10.8,1.6,4.0,0.9,125,348,1.4,5.5,7.1,38,4,4,4.9,6.5,0.13,0.657,2.0,159.8,Moderate,70.0
25,13.7,3.1,2.0,2.6,22,287,2.5,4.1,1.9,95,10,9,4.6,7.7,0.182,0.139,3.4,50.7,Moderate,53.3
27,11.4,0.4,5.6,2.4,157,278,1.6,5.3,3.6,66,2,4,8.0,8.4,0.14,0.316,2.2,184.8,Moderate,65.1
17,7.4,3.2,5.5,4.5,88,104,5.0,7.1,0.8,93,4,4,10.0,13.2,0.676,0.108,0.4,98.4,Moderate,64.0
28,11.1,4.1,1.3,3.5,65,29,2.2,5.2,2.7,57,4,8,4.8,8.9,0.198,0.243,2.3,67.9,Moderate,69.4
23,5.1,3.9,0.2,2.3,62,308,4.3,7.3,4.1,83,6,8,2.5,6.4,0.843,0.804,0.2,92.8,Low,78.1
17,5.6,3.1,4.4,1.0,77,321,4.5,9.8,5.9,1,7,5,5.4,8.5,0.804,1.0,0.0,109.1,Moderate,67.0
35,12.8,6.7,5.0,1.4,191,78,4.2,7.7,1.6,113,3,3,6.4,13.1,0.328,0.125,0.0,198.8,High,48.4
16,7.7,1.2,5.8,3.5,43,327,0.2,5.5,1.7,24,10,2,9.3,10.5,0.026,0.221,2.0,75.7,Moderate,53.5
20,13.0,4.0,5.3,2.5,37,281,4.7,9.6,5.1,10,1,9,7.8,11.8,0.362,0.392,0.0,65.1,Moderate,67.3
24,13.3,0.5,3.6,3.1,59,304,0.6,7.0,3.1,0,3,9,6.7,7.2,0.045,0.233,0.5,89.4,Low,69.3
32,13.9,0.6,3.2,1.0,139,138,0.2,3.9,3.9,47,9,5,4.2,4.8,0.014,0.281,3.6,152.8,High,50.8
24,14.7,4.6,0.2,4.0,120,187,2.1,6.5,6.7,112,1,8,4.2,8.8,0.143,0.456,1.0,138.7,Moderate,70.3
26,7.5,4.5,1.5,5.1,103,208,1.0,7.6,4.0,47,8,7,6.6,11.1,0.133,0.533,0.0,123.8,Low,71.1
30,5.8,7.0,2.8,1.5,163,270,0.9,8.9,5.2,9,2,3,4.3,11.3,0.155,0.897,0.0,190.0,High,66.4
39,9.7,4.5,3.8,2.9,188,343,1.4,9.6,5.3,80,6,5,6.7,11.2,0.144,0.546,0.0,222.3,Moderate,69.1
21,6.6,7.7,3.3,5.9,56,248,1.2,5.2,6.4,29,3,9,9.2,16.9,0.182,0.97,2.3,80.8,Moderate,77.1
38,10.0,0.4,4.5,2.0,35,209,3.4,4.1,5.1,34,7,4,6.5,6.9,0.34,0.51,3.4,55.9,Moderate,59.7
18,11.6,0.8,1.7,3.6,93,335,0.9,3.5,0.5,113,2,3,5.3,6.1,0.078,0.043,4.0,126.5,High,58.0
32,11.3,0.4,3.4,0.5,115,143,2.7,8.2,2.7,18,4,7,3.9,4.3,0.239,0.239,0.0,129.3,Low,67.0
20,6.6,1.5,0.5,3.6,101,103,4.9,8.6,7.9,109,10,8,4.1,5.6,0.742,1.0,0.0,111.3,Moderate,72.8
43,3.5,4.3,2.5,0.5,129,316,2.2,5.9,1.6,52,9,5,3.0,7.3,0.629,0.457,1.6,160.6,High,60.5
27,7.5,5.2,4.5,5.8,84,234,3.2,5.8,4.7,33,6,8,10.3,15.5,0.427,0.627,1.7,107.4,High,67.8
33,3.1,0.4,4.2,4.3,131,256,4.8,9.7,6.7,31,4,5,8.5,8.9,1.0,1.0,0.0,156.6,Moderate,78.5
29,14.4,7.6,5.9,4.7,198,132,0.7,9.4,4.7,75,2,9,10.6,18.2,0.049,0.326,0.0,211.2,Moderate,66.5
36,6.2,6.7,1.7,4.2,160,236,2.1,4.6,3.0,106,10,7,5.9,12.6,0.339,0.484,2.9,183.6,Moderate,54.7
39,3.3,2.4,3.0,3.5,174,340,4.3,8.5,0.6,80,9,5,6.5,8.9,1.0,0.182,0.0,208.0,Moderate,60.3
26,1.4,0.6,2.0,2.7,50,265,4.7,7.4,2.9,5,4,9,4.7,5.3,1.0,1.0,0.1,76.5,Moderate,77.4
24,10.7,1.4,2.6,5.2,61,338,3.0,4.1,1.5,114,9,5,7.8,9.2,0.28,0.14,3.4,94.8,High,53.1
17,10.6,1.0,5.1,5.7,91,56,0.7,5.5,7.7,12,2,8,10.8,11.8,0.066,0.726,2.0,96.6,Moderate,74.9
27,6.1,1.0,4.1,3.0,186,83,4.5,4.2,5.7,102,7,4,7.1,8.1,0.738,0.934,3.3,194.3,Moderate,61.8
18,2.1,4.1,5.3,5.6,164,238,0.9,5.1,6.0,85,5,9,10.9,15.0,0.429,1.0,2.4,187.8,Moderate,83.8
18,7.1,2.0,1.2,3.5,143,53,1.8,7.3,3.5,74,8,6,4.7,6.7,0.254,0.493,0.2,148.3,Moderate,70.7
16,5.7,2.9,5.2,3.2,83,58,1.9,5.6,0.9,63,8,6,8.4,11.3,0.333,0.158,1.9,88.8,Moderate,65.7
23,11.2,7.9,0.4,2.7,75,86,2.2,5.8,2.1,6,4,3,3.1,11.0,0.196,0.188,1.7,83.6,High,47.9
37,10.1,5.5,5.3,1.3,33,228,4.0,6.8,2.1,44,4,3,6.6,12.1,0.396,0.208,0.7,55.8,Moderate,58.5
43,6.5,7.6,2.0,0.0,175,337,4.0,3.6,3.9,44,8,4,2.0,9.6,0.615,0.6,3.9,208.7,High,45.2
44,4.3,1.1,1.9,1.4,37,171,3.6,8.2,3.7,84,3,1,3.3,4.4,0.837,0.86,0.0,54.1,Low,78.2
23,15.8,3.1,3.1,3.1,165,218,0.1,5.8,3.5,64,7,6,6.2,9.3,0.006,0.222,1.7,186.8,Moderate,55.5
26,7.8,4.4,5.6,2.3,126,108,2.8,6.4,4.0,93,8,1,7.9,12.3,0.359,0.513,1.1,136.8,Moderate,56.6
24,11.3,0.6,0.3,2.7,123,267,3.7,9.8,7.9,18,8,4,3.0,3.6,0.327,0.699,0.0,149.7,Moderate,58.7
20,3.1,0.0,2.1,5.9,70,342,2.2,5.4,2.4,114,10,7,8.0,8.0,0.71,0.774,2.1,104.2,Low,69.7
29,8.3,5.4,5.1,2.1,183,98,4.7,7.5,4.9,118,4,6,7.2,12.6,0.566,0.59,0.0,192.8,High,67.2
43,1.4,5.1,2.4,2.7,78,304,4.1,5.7,1.9,46,9,8,5.1,10.2,1.0,1.0,1.8,108.4,High,61.9
18,8.6,3.3,1.2,0.8,123,349,3.2,9.3,3.7,45,10,4,2.0,5.3,0.372,0.43,0.0,157.9,Moderate,57.2
36,15.5,3.9,2.5,0.3,84,51,0.3,8.9,1.6,28,4,9,2.8,6.7,0.019,0.103,0.0,89.1,Moderate,65.1
20,6.8,3.3,2.3,4.7,180,106,3.3,4.7,4.5,98,8,10,7.0,10.3,0.485,0.662,2.8,190.6,High,67.2
20,1.6,0.2,5.5,3.4,68,58,4.6,7.8,2.1,116,6,8,8.9,9.1,1.0,1.0,0.0,73.8,Low,78.7
34,1.5,2.7,4.6,4.6,139,120,1.9,3.5,0.3,83,5,5,9.2,11.9,1.0,0.2,4.0,151.0,Moderate,64.8
42,6.8,1.4,3.0,0.9,24,263,4.2,9.7,6.5,99,4,6,3.9,5.3,0.618,0.956,0.0,50.3,Low,85.4
29,3.4,0.8,5.9,3.4,114,251,1.6,5.4,1.0,60,5,5,9.3,10.1,0.471,0.294,2.1,139.1,Moderate,72.9
41,1.4,7.7,2.8,1.5,174,87,2.9,8.8,2.9,102,1,6,4.3,12.0,1.0,1.0,0.0,182.7,Moderate,71.2
19,12.3,4.8,0.3,1.4,157,211,3.2,5.2,3.8,64,7,1,1.7,6.5,0.26,0.309,2.3,178.1,Moderate,46.1
40,7.9,5.8,1.6,0.1,107,47,3.4,7.4,3.5,22,8,4,1.7,7.5,0.43,0.443,0.1,111.7,Moderate,53.9
28,5.3,2.5,2.6,0.8,44,289,4.4,9.9,5.8,94,9,9,3.4,5.9,0.83,1.0,0.0,72.9,Low,80.6
25,14.5,3.1,0.9,1.9,171,245,1.2,9.1,4.8,119,3,4,2.8,5.9,0.083,0.331,0.0,195.5,Low,66.7
40,2.7,1.9,5.7,0.7,40,96,1.3,4.1,2.4,50,9,2,6.4,8.3,0.481,0.889,3.4,49.6,Moderate,62.9
33,15.3,0.8,4.6,5.9,136,242,3.5,6.8,0.4,62,10,6,10.5,11.3,0.229,0.026,0.7,160.2,High,44.2
23,5.7,1.4,1.6,1.9,28,186,0.9,5.4,6.1,98,5,2,3.5,4.9,0.158,1.0,2.1,46.6,Low,80.2
23,14.3,6.4,3.5,0.8,33,303,2.3,6.0,2.8,115,10,3,4.3,10.7,0.161,0.196,1.5,63.3,High,44.4
22,10.0,5.4,4.3,1.2,93,211,0.1,5.3,7.1,110,6,7,5.5,10.9,0.01,0.71,2.2,114.1,Moderate,71.8
23,13.4,4.4,5.6,3.5,176,108,0.7,5.4,3.2,108,1,4,9.1,13.5,0.052,0.239,2.1,186.8,Moderate,58.2
29,15.8,3.8,5.3,0.4,101,51,3.4,6.8,5.7,21,9,1,5.7,9.5,0.215,0.361,0.7,106.1,High,41.9
34,5.3,7.4,3.1,5.2,191,156,3.7,4.3,7.5,109,9,9,8.3,15.7,0.698,1.0,3.2,206.6,High,60.6
44,15.4,0.6,4.6,5.8,176,175,0.6,6.8,5.2,70,6,6,10.4,11.0,0.039,0.338,0.7,193.5,Moderate,64.6
21,6.8,2.2,3.4,1.5,154,269,1.1,5.0,3.3,32,8,9,4.9,7.1,0.162,0.485,2.5,180.9,Low,67.0
16,6.8,2.8,3.3,2.7,156,114,0.5,5.0,4.5,108,4,3,6.0,8.8,0.074,0.662,2.5,167.4,Moderate,71.8
38,6.1,6.3,0.7,0.1,127,36,2.2,8.2,4.3,99,5,5,0.8,7.1,0.361,0.705,0.0,130.6,Low,73.2
30,9.1,7.9,0.8,3.8,185,136,0.6,3.2,4.7,43,5,9,4.6,12.5,0.066,0.516,4.3,198.6,Moderate,60.5
16,3.3,1.9,3.2,2.5,172,330,2.2,5.7,1.2,6,7,6,5.7,7.6,0.667,0.364,1.8,205.0,Moderate,59.2
40,9.3,7.0,1.6,1.6,169,29,3.7,5.9,5.6,90,7,2,3.2,10.2,0.398,0.602,1.6,171.9,Moderate,52.2
32,9.1,6.6,0.1,1.2,184,99,3.4,6.4,1.2,1,7,1,1.3,7.9,0.374,0.132,1.1,193.9,High,34.8
16,12.4,1.8,4.3,3.9,56,153,1.4,7.7,0.1,16,5,9,8.2,10.0,0.113,0.008,0.0,71.3,Moderate,65.8
30,13.5,3.2,0.2,2.5,183,222,3.4,5.6,5.0,64,4,1,2.7,5.9,0.252,0.37,1.9,205.2,High,54.2
38,7.6,3.3,3.6,1.1,112,135,4.6,4.5,0.9,57,8,5,4.7,8.0,0.605,0.118,3.0,125.5,Moderate,51.2
17,5.5,7.8,3.2,4.1,130,239,1.7,9.2,6.2,109,1,1,7.3,15.1,0.309,1.0,0.0,153.9,Low,72.1
29,4.9,1.4,5.8,3.4,172,272,1.6,9.9,6.9,29,1,5,9.2,10.6,0.327,1.0,0.0,199.2,Moderate,81.2
36,3.9,6.4,2.9,5.2,103,188,2.9,3.1,7.6,85,6,5,8.1,14.5,0.744,1.0,4.4,121.8,High,67.7
23,1.9,2.7,0.4,0.7,154,335,1.2,6.8,5.3,91,2,7,1.1,3.8,0.632,1.0,0.7,187.5,Low,87.0
23,6.1,5.8,3.3,4.7,51,224,3.3,5.4,3.9,116,3,7,8.0,13.8,0.541,0.639,2.1,73.4,Moderate,74.6
34,5.1,3.4,5.0,4.0,120,317,4.2,4.9,2.8,96,4,10,9.0,12.4,0.824,0.549,2.6,151.7,Moderate,75.7
22,15.5,4.6,6.0,0.7,38,267,2.3,5.3,3.9,25,2,1,6.7,11.3,0.148,0.252,2.2,64.7,High,49.9
34,9.4,6.7,2.6,4.2,133,90,3.4,7.5,1.5,34,10,9,6.8,13.5,0.362,0.16,0.0,142.0,High,50.5
21,6.2,6.4,1.9,2.6,26,175,3.3,4.3,2.8,62,7,1,4.5,10.9,0.532,0.452,3.2,43.5,High,54.2
21,9.7,6.9,5.4,5.7,23,121,0.2,9.4,5.7,74,10,5,11.1,18.0,0.021,0.588,0.0,35.1,Moderate,66.0
18,3.1,0.5,1.1,0.8,161,32,0.9,6.3,1.7,70,1,7,1.9,2.4,0.29,0.548,1.2,164.2,Low,80.0
